Price,Close,High,Low,Open,Volume
Ticker,0001.HK,0001.HK,0001.HK,0001.HK,0001.HK
Date,,,,,
2024-09-16,39.9390983581543,39.9390983581543,39.31951664145689,39.60547603525147,1890952
2024-09-17,40.844635009765625,41.27357590990308,39.748456749604244,39.93909755368432,8441919
2024-09-19,40.89229965209961,41.22591834609671,40.558677321931455,40.70165884002796,8541801
2024-09-20,41.94081497192383,41.94081497192383,41.035273921432236,41.46421480178833,13262051
2024-09-23,41.7025146484375,42.131455526341284,41.60719606942364,41.940814732142854,5991407
2024-09-24,41.98847579956055,42.7986983001683,41.70251641423993,42.27443518488116,10731089
2024-09-25,42.51273727416992,43.0370004140653,42.274437169188765,42.989337484132236,9300292
2024-09-26,42.0361328125,42.79869598024775,41.178254703039784,42.79869598024775,15033981
2024-09-27,42.75103759765625,42.75103759765625,41.70251858484848,42.56040042163379,18461846
2024-09-30,42.60805892944336,43.56125933665162,42.41741812076751,42.94167761749785,19063721
2024-10-02,43.084659576416016,43.27530038705368,41.51187743386907,41.51187743386907,14399572
2024-10-03,42.75103759765625,43.561260140435934,42.322100315434646,43.51360084643032,11101599
2024-10-04,43.227638244628906,43.322960469769484,41.98847840717015,42.41741932987501,8507532
2024-10-07,43.608917236328125,44.18083600790998,42.84635766216203,43.37061714214054,7360610
2024-10-08,41.55953598022461,44.08551849437043,41.225917294735595,44.08551849437043,15539824
2024-10-09,41.035274505615234,42.274434238374205,39.89143335377204,42.274434238374205,12489114
2024-10-10,41.7025146484375,42.465074189060495,41.416555275225214,41.60719606942364,9290922
2024-10-14,40.93995666503906,41.75017552598712,40.22505638673048,41.702516234667385,8126971
2024-10-15,40.03441619873047,41.17825738878552,39.700797518209406,40.939957292364504,11843078
2024-10-16,39.74845886230469,40.41569989396455,39.70079956779422,39.939099676517664,7448185
2024-10-17,39.41483688354492,40.41570025813875,39.22419970378526,40.0820779212171,8175256
2024-10-18,40.03441619873047,40.320375587201504,39.31951590946742,39.31951590946742,6515466
