Price,Close,High,Low,Open,Volume
Ticker,0027.HK,0027.HK,0027.HK,0027.HK,0027.HK
Date,,,,,
2024-09-16,27.45267677307129,27.45267677307129,26.726415492550768,26.920084059169472,11503244
2024-09-17,28.0336856842041,28.178937568411694,27.162170685002714,27.307424416188223,9120940
2024-09-19,29.292539596557617,29.679878593728063,28.082104076038707,28.082104076038707,17787360
2024-09-20,30.21246910095215,30.35772098329773,29.050450348231724,29.631459724591938,21139122
2024-09-23,29.873546600341797,30.696643057137837,29.776711397134402,29.82512807524916,19035450
2024-09-24,30.956279754638672,31.202355104429422,29.971978355475674,30.611773889450436,20816281
2024-09-25,31.103923797607422,32.62959205393373,31.054707602458,32.383516710404244,21767336
2024-09-26,34.204471588134766,34.204471588134766,31.153137056589784,31.39921239175622,35276206
2024-09-27,37.20659255981445,37.99403293712248,35.680926124752915,36.22229114947644,64066359
2024-09-30,38.43696975708008,39.96263620938186,37.45266833561932,38.19089440171489,47665328
2024-10-02,40.848506927490234,40.996153635176945,37.6003131516883,37.6003131516883,48242528
2024-10-03,38.58461380004883,40.848506161660445,37.35423710843255,40.848506161660445,30090862
2024-10-04,38.97833251953125,39.8642052492163,37.84638820361337,38.38775320294903,15829128
2024-10-07,42.6202507019043,43.112401411521695,40.60243354343535,40.60243354343535,42880709
2024-10-08,37.4034538269043,42.12809987512982,37.058949833054946,42.12809987512982,37967199
2024-10-09,37.55109786987305,39.12597852230533,36.32072118678169,38.14167717583224,31172323
2024-10-10,38.387752532958984,38.87990320645846,36.960514828848176,38.28932390018375,22309935
2024-10-14,36.714439392089844,38.28932379588524,36.369935423503286,38.28932379588524,20968703
2024-10-15,35.23798751831055,37.20659021491797,34.745836844158696,36.714439540766115,21838631
2024-10-16,33.810752868652344,35.139562061867906,33.46624886752905,34.745839985031,29753500
2024-10-17,33.41703414916992,34.54897853569184,33.02331207701589,34.1060458980335,12834301
2024-10-18,34.4505500793457,34.8934864741854,33.3678200073482,33.515462969086784,23508784
2024-10-21,33.41703414916992,34.352121254426784,32.92488343638336,34.352121254426784,16064145
2024-10-22,33.318599700927734,33.810750383392325,32.87566709055899,33.26938538364362,14702325
2024-10-23,33.663108825683594,33.7123231450059,32.9740970907357,33.3186010808037,12275313
2024-10-24,33.318599700927734,34.056825724624616,33.07252435969544,33.26938538364362,11108138
2024-10-25,33.76153564453125,34.056825299360405,33.17095633487295,33.17095633487295,33473463
2024-10-28,34.49976348876953,34.79505315925993,33.859969828508994,33.90918414778874,15067676
2024-10-29,34.54897689819336,35.09034566044919,34.20447291749581,34.54897689819336,12026032
2024-10-30,34.35211944580078,34.9426987681261,34.204472737813575,34.30290137326387,11060492
2024-10-31,34.00761032104492,34.59819337402463,33.761534987672945,34.352118040652655,6797698
2024-11-01,34.30290222167969,34.69662428284236,33.76153720368991,34.106044945910206,9846001
2024-11-04,34.30290222167969,34.548977571203395,33.95839823427124,34.30290222167969,5035539
2024-11-05,35.09034729003906,35.09034729003906,34.15526018567672,34.15526018567672,9460701
2024-11-06,34.056827545166016,35.09034703743883,33.76153787086461,34.69662496849567,9246484
2024-11-07,35.779354095458984,35.92700080617622,33.417033007666,33.466247326301136,26378725
2024-11-08,35.730140686035156,37.3050252061178,35.38563669201091,36.22229139453375,12865456
2024-11-11,35.38563537597656,35.4348496940337,34.25368728660355,34.94269900383878,10418919
2024-11-12,34.10604476928711,35.87778652572019,33.81075134753841,35.28720343703461,13843490
2024-11-13,33.613895416259766,34.00761373630768,32.580375908455515,33.9091850949987,17407805
2024-11-14,32.08822250366211,33.61389259980161,31.792932849665053,33.46624589539725,19738461
2024-11-15,32.13744354248047,32.629594262856514,31.59607474621721,32.13744354248047,8320887
2024-11-18,32.235870361328125,32.629592417284336,31.989795015058444,32.4819457075978,5279011
2024-11-19,32.235870361328125,32.87566776355401,32.08822365164159,32.58037434418095,7654754
2024-11-20,32.58037567138672,32.58037567138672,31.989796318206157,32.137443033907275,7066534
2024-11-21,32.4819450378418,32.531159355118604,32.13744106209241,32.43273072056498,3647837
2024-11-22,32.08822250366211,33.2201705579311,31.842147166195954,32.383515912470834,9209325
2024-11-25,31.79293441772461,32.38351750965854,31.251569399560733,32.33429943588849,11630484
2024-11-26,32.13744354248047,32.67880858393171,31.645292822104427,31.645292822104427,7720170
2024-11-27,32.974098205566406,33.07252684753882,31.94058244560807,31.989796766594274,5556642
2024-11-28,32.67880630493164,33.26938562627144,32.58037391483384,33.170956990985395,3906369
2024-11-29,34.00761032104492,34.20447133870482,32.67880502276088,32.67880502276088,11486156
2024-12-02,34.54897689819336,35.38563532316306,34.056826208732986,34.352119626258634,11971150
2024-12-03,34.94269943237305,35.13956046182766,34.352120098821054,34.647409765597054,8210786
2024-12-04,34.991912841796875,35.237988183518105,34.647408865311846,34.991912841796875,5118843
2024-12-05,34.64741134643555,34.74583998824789,34.302903590468354,34.69662566734171,4729261
2024-12-06,34.89348602294922,35.38563673200404,34.4013353138944,34.647410668421806,6422093
2024-12-09,35.68092346191406,35.730137777795754,34.401332474931884,34.59819349327028,6871914
2024-12-10,35.877784729003906,37.20659004108079,35.82857041278099,36.911300388931664,14600009
2024-12-11,35.582496643066406,36.22229029174895,35.385635614698,35.92700062660225,3806025
2024-12-12,36.025428771972656,36.812872874705064,35.287202741769846,35.828571501101315,6574742
2024-12-13,35.336421966552734,35.73014027594559,34.942699902348004,35.73014027594559,6018062
2024-12-16,34.15525817871094,35.97621420535498,33.90918283701246,35.139559545504845,9799642
2024-12-17,33.71232223510742,34.15525860667703,33.31860018153182,33.85996894390122,10435602
2024-12-18,33.76153564453125,34.302900637519976,33.36781735636294,34.20447200418082,4832356
2024-12-19,33.613895416259766,33.810752698877735,33.0725266246244,33.17095902074537,5463002
2024-12-20,33.76153564453125,33.85996803268209,33.36781735636294,33.61389269452251,5904429
2024-12-23,33.71232223510742,34.10604428868302,33.51546120831962,33.95839757988923,3478937
2024-12-24,33.46624755859375,33.46624755859375,33.46624755859375,33.46624755859375,0
2024-12-27,33.36781692504883,33.81074952416135,33.07252351922497,33.269384538170335,5109667
2024-12-30,32.33430099487305,33.564677802209346,32.08822563340579,33.36782051688517,9572672
2024-12-31,32.4819450378418,32.4819450378418,32.4819450378418,32.4819450378418,0
2025-01-02,31.69450569152832,32.48194605710175,31.497644661432002,32.48194605710175,12051279
2025-01-03,32.4819450378418,32.67880606176076,32.08822299000387,32.18665537936921,8890994
2025-01-06,32.1866569519043,32.87566869187767,31.989795918367346,32.53116094448503,9349539
2025-01-07,33.07252502441406,33.269386052318914,31.792933975250218,31.792933975250218,10961482
2025-01-08,32.72801971435547,33.3185990193064,32.18665472568184,33.22017038675179,6631078
2025-01-09,32.92488098144531,33.26938495278429,32.58037325529466,32.72801996004661,6978943
2025-01-10,32.28508377075195,33.12174217740291,31.989794114503493,32.678805815624365,7529855
2025-01-13,31.546857833862305,31.792933173837536,31.153137665383106,31.792933173837536,9903207
2025-01-14,32.03900909423828,32.3835168293318,31.349999256268894,31.64529079603225,10176887
2025-01-15,31.596073150634766,32.285084875328955,31.34999968027931,31.891366571797864,9431630
2025-01-16,30.907062530517578,31.940580091715834,30.907062530517578,31.4976437258586,14959473
2025-01-17,31.0054931640625,31.30078282418646,30.562556796470684,30.759417821490572,9038017
2025-01-20,31.350000381469727,31.842149210594204,30.907063994629954,31.005494511417233,12477239
2025-01-21,31.69450569152832,31.89136672162464,31.251569312514565,31.842148647991678,5885121
2025-01-22,30.956279754638672,31.792934442002476,30.857849239241187,31.54685909221173,7966412
2025-01-23,30.414913177490234,31.448430783889144,30.316482661060917,31.202355431518825,9239913
2025-01-24,31.251569747924805,31.251569747924805,30.562558010394007,30.71020472372628,8141130
2025-01-27,32.28508377075195,32.678805815624365,31.448429118912696,31.497643435818823,16383170
2025-01-28,32.72801971435547,32.72801971435547,32.72801971435547,32.72801971435547,0
2025-02-03,30.808631896972656,31.59607223605338,30.414911727432294,31.497643601722682,26147561
2025-02-04,30.562557220458984,31.44842996793215,30.316481874473304,31.20235462194647,14549714
2025-02-05,29.43061065673828,30.85784839755743,28.54473979713593,30.56255685941939,25511794
2025-02-06,29.13532066345215,29.676685661083862,28.938459640273788,29.430610320813837,20870699
2025-02-07,29.18453598022461,29.627472358845246,28.741601479009894,29.135321661447172,16444117
2025-02-10,29.036890029907227,29.578255025265193,28.741600373785765,29.18453485796796,18388121
2025-02-11,27.855728149414062,29.135321062800674,27.60965280577116,29.03689054986234,27809635
2025-02-12,28.24945068359375,28.6923851832716,28.00337533574853,28.052589654355206,18247777
2025-02-13,28.741601943969727,29.725903354689155,28.347879877757194,28.397096074736737,26506810
2025-02-14,29.28296661376953,29.430611448105672,28.88924642973785,29.18453609841013,16742734
2025-02-17,29.578256607055664,29.87354815637462,29.13532209918615,29.38139745158231,13303943
2025-02-18,29.28296661376953,29.578256282441814,28.938460748714586,29.578256282441814,14033936
2025-02-19,29.18453598022461,29.430611328923646,28.741601479009894,29.036891146486372,7679349
2025-02-20,29.381397247314453,29.82433175210456,28.69238551443304,28.790816030188374,11372439
2025-02-21,29.036890029907227,29.430610197204462,28.643169862609994,29.430610197204462,18046283
2025-02-24,30.316482543945312,30.75941892746316,28.84003043542708,28.987677148203655,24705732
2025-02-25,29.676687240600586,29.971978791084776,29.381397567522356,29.77511775742865,13710611
2025-02-26,30.16883659362793,30.365697618450696,29.82433073889102,29.87354693379965,9169347
2025-02-27,30.808631896972656,31.10392343218232,29.725901900088125,29.922761046155376,24060922
2025-02-28,31.399213790893555,32.03900931535418,30.4149124063677,30.808632584696863,29887157
2025-03-03,31.842147827148438,33.22017124748743,31.79293350959599,31.89136589951263,25264657
2025-03-04,30.85784912109375,31.842148639082172,30.85784912109375,31.842148639082172,11206238
2025-03-05,31.64529037475586,31.792933326563215,30.660987132720724,30.80863196193394,9055016
2025-03-06,32.28508377075195,32.38351615937591,31.6452901413489,31.989794114503493,13908733
2025-03-07,32.03900909423828,32.728020809613554,31.69450511395653,31.989794776314,8925942
2025-03-10,31.64529037475586,32.28508400887785,31.300782644248578,32.186655374339615,9441273
2025-03-11,31.74371910095215,31.842147735774592,30.66098722125245,31.300782734627678,10747364
2025-03-12,31.05470848083496,31.743720213168434,30.75941881120972,31.350000027866134,9743565
2025-03-13,30.660987854003906,31.300783380582608,30.316481992798174,31.054708033636498,7355977
2025-03-14,31.74371910095215,32.28508410209906,30.513342391612916,31.05470739275983,15492688
2025-03-17,32.13744354248047,32.777237226082114,31.79293578533003,31.79293578533003,12723963
2025-03-18,32.531158447265625,32.67880514978737,32.03900777860862,32.580372763169,12986483
2025-03-19,33.07252502441406,33.17095741577239,32.28508466760645,32.531160013784564,15025057
2025-03-20,32.33430099487305,33.31860244074208,32.285086673542004,33.22017379808,29549211
2025-03-21,32.1866569519043,32.580375264166285,31.645291925786616,32.334299910948076,24694079
2025-03-24,31.940580368041992,32.186655711779125,31.546858316137875,32.186655711779125,9540302
2025-03-25,31.546857833862305,32.18665521972259,31.300782493887077,32.18665521972259,11938802
2025-03-26,31.546857833862305,31.792933173837536,31.153137665383106,31.546857833862305,9523304
2025-03-27,31.546857833862305,32.088222830845474,31.349998688325634,31.546857833862305,9295834
2025-03-28,30.956279754638672,31.7437201230067,30.7594187238437,31.645291485015143,12105247
2025-03-31,29.922761917114258,30.95627950432179,29.725902765317045,30.95627950432179,19971124
2025-04-01,30.1196231842041,30.808633037045055,30.02119266882513,30.02119266882513,10863274
2025-04-02,30.02119255065918,30.464128929418155,29.725902883090473,30.16883738444353,8325619
2025-04-03,29.676687240600586,29.77511775742865,29.282967050694293,29.381397567522356,9084325
2025-04-07,25.98555564880371,27.75729923144847,25.641049795727852,27.462007695638082,44835894
2025-04-08,25.73948097229004,26.625351847783772,25.296546473246124,25.73948097229004,24682304
2025-04-09,25.14889907836914,25.247329590168636,23.918522374390104,25.001254249372828,24857655
2025-04-10,26.133201599121094,26.674568499295205,25.49340606019346,25.64105089572969,16756735
2025-04-11,27.166719436645508,27.412794790460403,25.887126470364485,26.133201824179377,22241456
2025-04-14,27.56043815612793,27.757299179634042,26.969856963015445,27.51122383895433,10775561
2025-04-15,26.57613754272461,27.904944795342022,26.33006219510679,27.855728599374913,19019109
2025-04-16,26.231632232666016,26.576138102062835,26.08398739646908,26.379277068862955,18426476
