Price,Close,High,Low,Open,Volume
Ticker,0011.HK,0011.HK,0011.HK,0011.HK,0011.HK
Date,,,,,
2024-09-16,84.49575805664062,84.91753101971688,83.83965804078478,84.7300779585443,1760344
2024-09-17,86.74523162841797,87.07327806500477,84.49575911187472,84.49575911187472,2537565
2024-09-19,87.16699981689453,87.40131970887543,85.52676057302824,86.74522687167915,2384142
2024-09-20,88.6666488647461,89.04156213549176,87.12013609221763,87.16700293263929,3617914
2024-09-23,87.86996459960938,89.04156412760416,87.63564469401041,88.66665084847062,1844650
2024-09-24,89.79138946533203,89.9319756860796,87.91683024602135,89.13528944804774,3408955
2024-09-25,90.54119873046875,93.21244388888415,90.44747221016692,92.36889805529253,5523766
2024-09-26,91.85340118408203,92.04085424451551,90.02570881678993,91.43162822266875,2881501
2024-09-27,92.60322570800781,93.07186549974696,91.10357265374192,92.5563588684836,4980341
2024-09-30,91.61907958984375,94.29032498146968,90.77552653173143,93.02499896973906,6344587
2024-10-02,96.539794921875,96.82098165092972,91.38475732895935,91.90026394860114,6590946
2024-10-03,94.1028823852539,97.19590107432717,92.41577608148555,97.00844799652026,3558301
2024-10-04,95.41506958007812,95.41506958007812,92.13459086181638,93.49364347046009,2584537
2024-10-07,97.00843811035156,97.94571770562065,95.60251871744792,96.53979831271701,2387382
2024-10-08,90.16629028320312,97.00843389145291,90.16629028320312,97.00843389145291,6302151
2024-10-09,90.11943054199219,93.11872225426616,89.04155762478027,90.96298357071784,4089567
2024-10-10,91.19730377197266,92.0408496527158,90.82239051893374,90.91611704447459,2157572
2024-10-14,91.2441635131836,92.60322316239274,90.35375079370647,91.6190767664439,3494800
2024-10-15,89.74452209472656,92.13458794558922,89.36960882290239,90.91612159987965,2899316
2024-10-16,90.40061950683594,91.10357924530551,89.65080007632749,89.79139345419664,1487046
2024-10-17,90.4474868774414,92.27517934777494,90.26003380643971,91.33789969101389,1757649
2024-10-18,91.61907958984375,91.75967295800844,90.44748010659767,90.44748010659767,1367343
2024-10-21,91.85340118408203,92.55636088702144,91.33789454157612,91.85340118408203,1585618
2024-10-22,91.18916320800781,92.13806190369888,91.18916320800781,91.66361255585335,1129118
2024-10-23,90.80960845947266,91.66361879159622,90.33515907935102,91.18916941147458,1847236
2024-10-24,89.81326293945312,90.80960222559831,89.52859043511306,90.80960222559831,1393793
2024-10-25,90.61982727050781,91.04682879639223,89.52859230049769,89.52859230049769,767109
