Price,Close,High,Low,Open,Volume
Ticker,0883.HK,0883.HK,0883.HK,0883.HK,0883.HK
Date,,,,,
2024-09-16,17.133041381835938,17.207451913742695,16.872603633118775,16.909809786115662,20440956
2024-09-17,17.46788787841797,17.59810585243353,17.244656305496928,17.281860680607018,35350031
2024-09-19,17.48649024963379,17.560900778496986,17.040027076454606,17.48649024963379,125938648
2024-09-20,17.579504013061523,18.044570266180013,17.542299635337265,17.653914542597004,94133374
2024-09-23,17.653915405273438,17.93295623523232,17.57950487210181,17.7655320920744,76073013
2024-09-24,18.379417419433594,18.509635394687137,17.821337594781916,17.85854374433256,138176442
2024-09-25,18.305007934570312,19.20723582339875,18.193391253662806,19.16072990790468,153824831
2024-09-26,17.114437103271484,18.37941783092499,17.021423501399276,18.230596777564212,455750772
2024-09-27,17.281862258911133,17.393478942608713,16.314525354575792,16.816795995997392,379095541
2024-09-30,18.063173294067383,18.17478997511737,17.44928598350986,17.54229958870369,316965798
2024-10-02,18.974702835083008,19.160730046579566,18.24920061323777,18.78867739767342,178880465
2024-10-03,19.439767837524414,19.53278143728122,18.742168500478655,18.881688013070438,99033030
2024-10-04,20.044353485107422,20.183874771161648,19.625794949205286,20.044353485107422,93652313
2024-10-07,20.50942039489746,20.695447599811427,19.718809209230372,20.36990087825544,90368789
2024-10-08,18.928197860717773,20.648943443344308,18.78867833219931,20.462916222594984,353887489
2024-10-09,17.951557159423828,18.6956642495365,17.821339172641093,18.584047565089143,199722725
2024-10-10,18.695663452148438,19.393262821451835,18.15618667751729,18.15618667751729,206552960
2024-10-14,18.742168426513672,19.207234649375483,18.64915482712394,18.928195625293135,137229030
2024-10-15,17.951557159423828,18.491033957064182,17.784134793883315,18.360815970281447,135272800
2024-10-16,17.765531539916992,18.007366208730254,17.672517932821584,17.82133899453944,99183511
2024-10-17,17.7097225189209,18.28640363855006,17.616708920052275,17.951555392257745,93219126
2024-10-18,17.691120147705078,17.93295480474379,17.560900394476906,17.802735051515615,129556556
2024-10-21,17.44928550720215,17.728324541079832,17.30046445258913,17.505092959160304,126639860
2024-10-22,17.44928550720215,17.709723239818388,17.393478055243996,17.505092959160304,81224142
2024-10-23,17.523696899414062,17.709724113905413,17.449286368434922,17.598107430393203,91912849
2024-10-24,17.72832489013672,17.839941570337583,17.13304065996396,17.46788892647961,94102230
2024-10-25,17.598108291625977,17.970160964729544,17.4678902995615,17.70972498060059,74119647
2024-10-28,17.393478393554688,17.505093299641956,17.058630127118995,17.300464789090668,90261072
