code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.00027,GALAXY ENT,2024-06-12 00:00:00,38.45,37.1,38.55,37.0,24.407,0.00214,9362228,359159611.0,-3.7613488975356573,38.55
HK.00027,GALAXY ENT,2024-06-13 00:00:00,37.0,37.95,38.0,37.0,24.951,0.00148,6477516,250596229.0,2.2911051212938043,37.1
HK.00027,GALAXY ENT,2024-06-14 00:00:00,37.6,38.05,38.3,37.15,25.016,0.00157,6862863,266870055.0,0.2635046113306833,37.95
HK.00027,GALAXY ENT,2024-06-17 00:00:00,37.4,37.55,38.15,37.35,24.695,0.00127,5550970,214234217.0,-1.3140604467805521,38.05
HK.00027,GALAXY ENT,2024-06-18 00:00:00,37.95,37.5,38.15,37.3,24.663,0.00104,4532419,175050353.0,-0.13315579227695648,37.55
HK.00027,GALAXY ENT,2024-06-19 00:00:00,37.65,38.45,38.6,37.55,25.272,0.00138,6039859,237116992.0,2.5333333333333408,37.5
HK.00027,GALAXY ENT,2024-06-20 00:00:00,38.4,37.9,38.7,37.5,24.919,0.00078,3420299,132894457.0,-1.4304291287386326,38.45
HK.00027,GALAXY ENT,2024-06-21 00:00:00,37.9,37.25,38.0,37.2,24.503,0.00188,8244057,316639250.0,-1.715039577836408,37.9
HK.00027,GALAXY ENT,2024-06-24 00:00:00,37.1,36.5,37.4,36.05,24.023,0.00218,9547342,356543058.0,-2.013422818791946,37.25
HK.00027,GALAXY ENT,2024-06-25 00:00:00,36.55,36.2,36.75,35.9,23.83,0.00146,6398922,238504467.0,-0.8219178082191704,36.5
HK.00027,GALAXY ENT,2024-06-26 00:00:00,35.9,36.3,36.6,35.6,23.894,0.0015,6564091,244246575.0,0.27624309392263624,36.2
HK.00027,GALAXY ENT,2024-06-27 00:00:00,36.0,35.65,36.2,35.1,23.478,0.0021,9172531,334745731.0,-1.7906336088154233,36.3
HK.00027,GALAXY ENT,2024-06-28 00:00:00,35.15,35.4,35.85,35.0,23.318,0.00148,6479050,236091104.0,-0.7012622720897617,35.65
HK.00027,GALAXY ENT,2024-07-02 00:00:00,35.9,35.25,35.9,35.0,23.222,0.00126,5509704,200394398.0,-0.423728813559318,35.4
HK.00027,GALAXY ENT,2024-07-03 00:00:00,35.5,36.0,36.2,35.4,23.702,0.00151,6604474,243384576.0,2.127659574468085,35.25
HK.00027,GALAXY ENT,2024-07-04 00:00:00,36.25,35.45,36.3,35.3,23.35,0.00088,3861799,141171796.0,-1.52777777777777,36.0
HK.00027,GALAXY ENT,2024-07-05 00:00:00,35.55,34.25,35.65,34.0,22.581,0.00287,12568603,445696757.0,-3.385049365303252,35.45
HK.00027,GALAXY ENT,2024-07-08 00:00:00,34.2,32.75,34.25,32.45,21.62,0.00385,16838430,572087028.0,-4.37956204379562,34.25
HK.00027,GALAXY ENT,2024-07-09 00:00:00,32.9,33.049999999,33.4,32.7,21.812,0.00178,7789663,265656006.0,0.9160305312977118,32.75
HK.00027,GALAXY ENT,2024-07-10 00:00:00,33.15,32.85,33.65,32.799999999,21.684,0.00094,4101169,139864261.0,-0.605143718626477,33.049999999
HK.00027,GALAXY ENT,2024-07-11 00:00:00,33.35,33.6,33.7,32.85,22.165,0.00131,5725015,196911324.0,2.28310502283105,32.85
HK.00027,GALAXY ENT,2024-07-12 00:00:00,33.95,34.2,34.5,33.8,22.549,0.00121,5274461,185664989.0,1.7857142857142898,33.6
HK.00027,GALAXY ENT,2024-07-15 00:00:00,34.2,33.5,34.2,33.25,22.101,0.00104,4555939,157196031.0,-2.0467836257310026,34.2
HK.00027,GALAXY ENT,2024-07-16 00:00:00,33.299999999,33.1,33.299999999,32.65,21.844,0.00112,4895175,166263360.0,-1.1940298507462643,33.5
HK.00027,GALAXY ENT,2024-07-17 00:00:00,33.1,33.35,33.7,33.049999999,22.005,0.00069,2998304,103019833.0,0.755287009063444,33.1
HK.00027,GALAXY ENT,2024-07-18 00:00:00,33.25,33.4,33.8,33.25,22.037,0.00086,3753150,129606924.0,0.14992503748125086,33.35
HK.00027,GALAXY ENT,2024-07-19 00:00:00,33.0,32.95,33.45,32.75,21.748,0.00188,8224175,278973709.0,-1.3473053892215443,33.4
HK.00027,GALAXY ENT,2024-07-22 00:00:00,33.0,33.15,33.25,32.45,21.877,0.00105,4579455,155622605.0,0.6069802731411099,32.95
HK.00027,GALAXY ENT,2024-07-23 00:00:00,33.65,33.049999999,33.75,32.9,21.812,0.00138,6051334,206651604.0,-0.30165912820512203,33.15
HK.00027,GALAXY ENT,2024-07-24 00:00:00,33.049999999,33.299999999,33.55,33.0,21.973,0.00111,4842836,165811561.0,0.7564296520652475,33.049999999
HK.00027,GALAXY ENT,2024-07-25 00:00:00,33.2,33.1,33.45,32.45,21.844,0.00169,7380588,249697356.0,-0.6006005976156313,33.299999999
HK.00027,GALAXY ENT,2024-07-26 00:00:00,33.1,32.75,33.25,32.5,21.62,0.00137,6009804,202921707.0,-1.057401812688826,33.1
HK.00027,GALAXY ENT,2024-07-29 00:00:00,32.6,32.75,33.1,32.5,21.62,0.00104,4559693,154589064.0,0.0,32.75
HK.00027,GALAXY ENT,2024-07-30 00:00:00,32.7,31.7,32.7,31.65,20.948,0.0023,10046680,330019697.0,-3.20610687022901,32.75
HK.00027,GALAXY ENT,2024-07-31 00:00:00,31.7,31.85,32.15,31.5,21.044,0.00272,11889722,390182535.0,0.4731861198738238,31.7
HK.00027,GALAXY ENT,2024-08-01 00:00:00,31.85,31.799999999,31.95,31.299999999,21.012,0.00108,4720136,154120510.0,-0.1569858744113055,31.85
HK.00027,GALAXY ENT,2024-08-02 00:00:00,31.1,30.3,31.299999999,30.1,20.051,0.00318,13909931,439113315.0,-4.71698112907915,31.799999999
HK.00027,GALAXY ENT,2024-08-05 00:00:00,29.6,31.0,31.4,29.35,20.499,0.00299,13087677,416515904.0,2.310231023102308,30.3
HK.00027,GALAXY ENT,2024-08-06 00:00:00,31.25,30.5,31.75,30.3,20.179,0.002,8765559,278726349.0,-1.6129032258064515,31.0
HK.00027,GALAXY ENT,2024-08-07 00:00:00,30.5,29.8,30.55,29.65,19.73,0.00177,7738810,240299683.0,-2.2950819672131124,30.5
HK.00027,GALAXY ENT,2024-08-08 00:00:00,29.6,29.35,29.8,28.9,19.442,0.00427,18666038,565378160.0,-1.5100671140939574,29.8
HK.00027,GALAXY ENT,2024-08-09 00:00:00,29.95,29.8,30.55,29.65,19.73,0.00254,11124003,344775724.0,1.5332197614991459,29.35
HK.00027,GALAXY ENT,2024-08-12 00:00:00,29.05,28.45,29.05,28.05,18.866,0.00413,18072040,533295443.0,-4.530201342281884,29.8
HK.00027,GALAXY ENT,2024-08-13 00:00:00,28.25,28.4,28.55,27.7,18.834,0.00504,22035343,644010643.0,-0.175746924428825,28.45
HK.00027,GALAXY ENT,2024-08-14 00:00:00,28.8,28.25,28.8,28.1,18.737,0.00296,12942083,379357408.0,-0.5281690140845021,28.4
HK.00027,GALAXY ENT,2024-08-15 00:00:00,28.2,28.55,28.7,27.65,18.93,0.00742,32461979,951637943.0,1.0619469026548698,28.25
HK.00027,GALAXY ENT,2024-08-16 00:00:00,29.4,30.2,30.25,28.9,19.987,0.01409,61615133,1898728488.0,5.779334500875652,28.55
HK.00027,GALAXY ENT,2024-08-19 00:00:00,30.65,30.7,31.35,30.5,20.307,0.00487,21284689,675821652.0,1.6556291390728477,30.2
HK.00027,GALAXY ENT,2024-08-20 00:00:00,31.2,30.45,31.25,30.2,20.147,0.00236,10320405,326072674.0,-0.8143322475570033,30.7
HK.00027,GALAXY ENT,2024-08-21 00:00:00,30.2,30.25,30.4,29.9,20.019,0.00206,8989083,280252411.0,-0.656814449917896,30.45
HK.00027,GALAXY ENT,2024-08-22 00:00:00,30.55,30.2,30.8,29.8,19.987,0.00202,8818881,274779207.0,-0.16528925619834947,30.25
HK.00027,GALAXY ENT,2024-08-23 00:00:00,29.9,29.85,30.0,29.3,19.762,0.00135,5883039,181374674.0,-1.1589403973509862,30.2
HK.00027,GALAXY ENT,2024-08-26 00:00:00,30.1,30.05,30.65,29.9,19.891,0.00238,10413417,323667456.0,0.6700167504187581,29.85
HK.00027,GALAXY ENT,2024-08-27 00:00:00,29.85,29.8,30.0,29.2,19.73,0.00329,14376369,442133073.0,-0.8319467554076538,30.05
HK.00027,GALAXY ENT,2024-08-28 00:00:00,29.85,29.5,30.1,29.35,19.538,0.0025,10950464,334875163.0,-1.0067114093959755,29.8
HK.00027,GALAXY ENT,2024-08-29 00:00:00,29.4,28.9,29.5,28.6,19.154,0.00395,17261960,515743902.0,-2.0338983050847506,29.5
HK.00027,GALAXY ENT,2024-08-30 00:00:00,28.9,29.2,30.0,28.85,19.346,0.00591,25858537,786188238.0,1.0380622837370268,28.9
HK.00027,GALAXY ENT,2024-09-02 00:00:00,29.5,29.0,29.7,28.75,19.218,0.00256,11188059,336972761.0,-0.6849315068493127,29.2
HK.00027,GALAXY ENT,2024-09-03 00:00:00,29.0,28.9,29.75,28.75,19.154,0.00234,10247143,308661699.0,-0.34482758620690146,29.0
HK.00027,GALAXY ENT,2024-09-04 00:00:00,28.75,28.7,29.3,28.3,19.026,0.00222,9700455,289151698.0,-0.6920415224913471,28.9
HK.00027,GALAXY ENT,2024-09-05 00:00:00,28.7,28.15,29.1,27.9,18.673,0.00217,9485195,276934198.0,-1.9163763066202117,28.7
HK.00027,GALAXY ENT,2024-09-09 00:00:00,28.15,27.7,28.4,27.3,18.385,0.00338,14776479,422371958.0,-1.598579040852573,28.15
HK.00027,GALAXY ENT,2024-09-10 00:00:00,27.45,27.9,28.15,27.35,18.513,0.00332,14509215,417345931.0,0.7220216606498169,27.7
HK.00027,GALAXY ENT,2024-09-11 00:00:00,27.4,26.9,27.7,26.7,17.873,0.00236,10321695,289305320.0,-3.584229390681004,27.9
HK.00027,GALAXY ENT,2024-09-12 00:00:00,27.05,27.35,27.7,26.75,18.161,0.0025,10940925,311048936.0,1.672862453531609,26.9
HK.00027,GALAXY ENT,2024-09-13 00:00:00,27.4,27.05,27.95,27.05,17.969,0.00185,8086607,229173155.0,-1.0968921389396735,27.35
HK.00027,GALAXY ENT,2024-09-16 00:00:00,26.8,27.35,27.35,26.6,18.161,0.00263,11503244,323672901.0,1.1090573012939027,27.05
HK.00027,GALAXY ENT,2024-09-17 00:00:00,27.2,27.95,28.1,27.05,18.545,0.00209,9120940,263118940.0,2.1937842778793337,27.35
HK.00027,GALAXY ENT,2024-09-19 00:00:00,28.0,29.25,29.65,28.0,19.378,0.00407,17787360,536067508.0,4.651162790697677,27.95
HK.00027,GALAXY ENT,2024-09-20 00:00:00,29.6,30.2,30.35,29.0,19.987,0.00483,21139122,655021035.0,3.247863247863245,29.25
HK.00027,GALAXY ENT,2024-09-23 00:00:00,29.8,29.85,30.7,29.75,19.762,0.00435,19035450,594340377.0,-1.1589403973509862,30.2
HK.00027,GALAXY ENT,2024-09-24 00:00:00,30.6,30.95,31.2,29.95,20.147,0.00476,20816281,648136200.0,3.685092127303175,29.85
HK.00027,GALAXY ENT,2024-09-25 00:00:00,32.4,31.1,32.65,31.05,20.243,0.00498,21767336,697268243.0,0.4846526655896677,30.95
HK.00027,GALAXY ENT,2024-09-26 00:00:00,31.4,34.25,34.25,31.15,22.261,0.00807,35276206,1193866551.0,10.128617363344047,31.1
HK.00027,GALAXY ENT,2024-09-27 00:00:00,36.3,37.3,38.1,35.75,24.215,0.01465,64066359,2398446952.0,8.905109489051087,34.25
HK.00027,GALAXY ENT,2024-09-30 00:00:00,38.3,38.55,40.1,37.55,25.016,0.0109,47665328,1883165126.0,3.351206434316354,37.3
HK.00027,GALAXY ENT,2024-10-02 00:00:00,37.7,41.0,41.15,37.7,26.585,0.01103,48242528,1958544456.0,6.355382619974067,38.55
HK.00027,GALAXY ENT,2024-10-03 00:00:00,41.0,38.7,41.0,37.45,25.112,0.00688,30090862,1183938929.0,-5.609756097560969,41.0
HK.00027,GALAXY ENT,2024-10-04 00:00:00,38.5,39.1,40.0,37.95,25.368,0.00362,15829128,627779671.0,1.033591731266146,38.7
HK.00027,GALAXY ENT,2024-10-07 00:00:00,40.75,42.8,43.3,40.75,27.738,0.0098,42880709,1840163185.0,9.462915601023008,39.1
HK.00027,GALAXY ENT,2024-10-08 00:00:00,42.3,37.5,42.3,37.15,24.343,0.00868,37967199,1505388303.0,-12.383177570093453,42.8
HK.00027,GALAXY ENT,2024-10-09 00:00:00,38.25,37.65,39.25,36.4,24.439,0.00713,31172323,1190242745.0,0.3999999999999962,37.5
HK.00027,GALAXY ENT,2024-10-10 00:00:00,38.4,38.5,39.0,37.05,24.983,0.0051,22309935,866974739.0,2.2576361221779586,37.65
HK.00027,GALAXY ENT,2024-10-14 00:00:00,38.4,36.8,38.4,36.45,23.894,0.00479,20968703,786175768.0,-4.415584415584424,38.5
HK.00027,GALAXY ENT,2024-10-15 00:00:00,36.8,35.3,37.3,34.8,22.934,0.00499,21838631,792314102.0,-4.076086956521739,36.8
HK.00027,GALAXY ENT,2024-10-16 00:00:00,34.8,33.85,35.2,33.5,22.005,0.0068,29753500,1025982477.0,-4.107648725212453,35.3
HK.00027,GALAXY ENT,2024-10-17 00:00:00,34.15,33.45,34.6,33.049999999,21.748,0.00293,12834301,439639177.0,-1.1816838995568644,33.85
HK.00027,GALAXY ENT,2024-10-18 00:00:00,33.549999999,34.5,34.95,33.4,22.421,0.00538,23508784,814252279.0,3.139013452914789,33.45
HK.00027,GALAXY ENT,2024-10-21 00:00:00,34.4,33.45,34.4,32.95,21.748,0.00367,16064145,546191273.0,-3.043478260869557,34.5
HK.00027,GALAXY ENT,2024-10-22 00:00:00,33.299999999,33.35,33.85,32.9,21.684,0.00336,14702325,498912589.0,-0.29895366218236596,33.45
HK.00027,GALAXY ENT,2024-10-23 00:00:00,33.35,33.7,33.75,33.0,21.909,0.00281,12275313,418102412.0,1.0494752623688197,33.35
HK.00027,GALAXY ENT,2024-10-24 00:00:00,33.299999999,33.35,34.1,33.1,21.684,0.00254,11108138,377118216.0,-1.0385756676557905,33.7
HK.00027,GALAXY ENT,2024-10-25 00:00:00,33.2,33.799999999,34.1,33.2,21.973,0.00765,33473463,1140571367.0,1.3493253343328313,33.35
HK.00027,GALAXY ENT,2024-10-28 00:00:00,33.95,34.55,34.85,33.9,22.453,0.00345,15067676,525399775.0,2.218934914266822,33.799999999
HK.00027,GALAXY ENT,2024-10-29 00:00:00,34.6,34.6,35.15,34.25,22.485,0.00275,12026032,422397182.0,0.14471780028944795,34.55
HK.00027,GALAXY ENT,2024-10-30 00:00:00,34.35,34.4,35.0,34.25,22.357,0.00253,11060492,386908335.0,-0.5780346820809331,34.6
HK.00027,GALAXY ENT,2024-10-31 00:00:00,34.4,34.05,34.65,33.799999999,22.133,0.00155,6797698,235141092.0,-1.0174418604651205,34.4
HK.00027,GALAXY ENT,2024-11-01 00:00:00,34.15,34.35,34.75,33.799999999,22.325,0.00225,9846001,343132111.0,0.8810572687224796,34.05
HK.00027,GALAXY ENT,2024-11-04 00:00:00,34.35,34.35,34.6,34.0,22.325,0.00115,5035539,175753240.0,0.0,34.35
HK.00027,GALAXY ENT,2024-11-05 00:00:00,34.2,35.15,35.15,34.2,22.837,0.00216,9460701,334546083.0,2.328966521106251,34.35
HK.00027,GALAXY ENT,2024-11-06 00:00:00,34.75,34.1,35.15,33.799999999,22.165,0.00211,9246484,321203618.0,-2.987197724039821,35.15
HK.00027,GALAXY ENT,2024-11-07 00:00:00,33.5,35.85,36.0,33.45,23.286,0.00603,26378725,952194517.0,5.131964809384164,34.1
HK.00027,GALAXY ENT,2024-11-08 00:00:00,36.3,35.8,37.4,35.45,23.254,0.00294,12865456,472184411.0,-0.13947001394701328,35.85
HK.00027,GALAXY ENT,2024-11-11 00:00:00,35.0,35.45,35.5,34.3,23.03,0.00238,10418919,371160440.0,-0.9776536312849005,35.8
HK.00027,GALAXY ENT,2024-11-12 00:00:00,35.35,34.15,35.95,33.85,22.197,0.00317,13843490,486109601.0,-3.6671368124118593,35.45
HK.00027,GALAXY ENT,2024-11-13 00:00:00,33.95,33.65,34.05,32.6,21.877,0.00398,17407805,589271012.0,-1.4641288433382138,34.15
HK.00027,GALAXY ENT,2024-11-14 00:00:00,33.5,32.1,33.65,31.799999999,20.884,0.00451,19738461,649669413.0,-4.60624071322436,33.65
HK.00027,GALAXY ENT,2024-11-15 00:00:00,32.15,32.15,32.65,31.6,20.916,0.0019,8320887,272136564.0,0.15576323987538054,32.1
HK.00027,GALAXY ENT,2024-11-18 00:00:00,32.5,32.25,32.65,32.0,20.98,0.00121,5279011,173098867.0,0.3110419906687447,32.15
HK.00027,GALAXY ENT,2024-11-19 00:00:00,32.6,32.25,32.9,32.1,20.98,0.00175,7654754,251589651.0,0.0,32.25
HK.00027,GALAXY ENT,2024-11-20 00:00:00,32.15,32.6,32.6,32.0,21.204,0.00162,7066534,231875635.0,1.0852713178294617,32.25
HK.00027,GALAXY ENT,2024-11-21 00:00:00,32.45,32.5,32.549999999,32.15,21.14,0.00083,3647837,120089519.0,-0.30674846625767305,32.6
HK.00027,GALAXY ENT,2024-11-22 00:00:00,32.4,32.1,33.25,31.85,20.884,0.00211,9209325,304007556.0,-1.2307692307692264,32.5
HK.00027,GALAXY ENT,2024-11-25 00:00:00,32.35,31.799999999,32.4,31.25,20.691,0.00266,11630484,376052246.0,-0.9345794423676036,32.1
HK.00027,GALAXY ENT,2024-11-26 00:00:00,31.65,32.15,32.7,31.65,20.916,0.00177,7720170,251971515.0,1.1006289339968687,31.799999999
HK.00027,GALAXY ENT,2024-11-27 00:00:00,32.0,33.0,33.1,31.95,21.46,0.00127,5556642,184744689.0,2.643856920684297,32.15
HK.00027,GALAXY ENT,2024-11-28 00:00:00,33.2,32.7,33.299999999,32.6,21.268,0.00089,3906369,130071121.0,-0.9090909090909005,33.0
HK.00027,GALAXY ENT,2024-11-29 00:00:00,32.7,34.05,34.25,32.7,22.133,0.00263,11486156,394967683.0,4.128440366972459,32.7
HK.00027,GALAXY ENT,2024-12-02 00:00:00,34.4,34.6,35.45,34.1,22.485,0.00274,11971150,422517160.0,1.6152716593245353,34.05
HK.00027,GALAXY ENT,2024-12-03 00:00:00,34.7,35.0,35.2,34.4,22.741,0.00188,8210786,290387920.0,1.1560693641618456,34.6
HK.00027,GALAXY ENT,2024-12-04 00:00:00,35.05,35.05,35.3,34.7,22.773,0.00117,5118843,181562805.0,0.14285714285713474,35.0
HK.00027,GALAXY ENT,2024-12-05 00:00:00,34.75,34.7,34.8,34.35,22.549,0.00108,4729261,166280665.0,-0.998573466476446,35.05
HK.00027,GALAXY ENT,2024-12-06 00:00:00,34.7,34.95,35.45,34.45,22.709,0.00147,6422093,227711641.0,0.7204610951008645,34.7
HK.00027,GALAXY ENT,2024-12-09 00:00:00,34.65,35.75,35.8,34.45,23.222,0.00157,6871914,245371404.0,2.288984263233182,34.95
HK.00027,GALAXY ENT,2024-12-10 00:00:00,37.0,35.95,37.3,35.9,23.35,0.00334,14600009,539494722.0,0.5594405594405674,35.75
HK.00027,GALAXY ENT,2024-12-11 00:00:00,36.0,35.65,36.3,35.45,23.158,0.00087,3806025,138250182.0,-0.834492350486799,35.95
HK.00027,GALAXY ENT,2024-12-12 00:00:00,35.9,36.1,36.9,35.35,23.446,0.0015,6574742,241515966.0,1.2622720897615787,35.65
HK.00027,GALAXY ENT,2024-12-13 00:00:00,35.8,35.4,35.8,35.0,22.998,0.00138,6018062,215630982.0,-1.9390581717451603,36.1
HK.00027,GALAXY ENT,2024-12-16 00:00:00,35.2,34.2,36.05,33.95,22.229,0.00224,9799642,341548680.0,-3.3898305084745646,35.4
HK.00027,GALAXY ENT,2024-12-17 00:00:00,33.9,33.75,34.2,33.35,21.941,0.00239,10435602,357306729.0,-1.3157894736842188,34.2
HK.00027,GALAXY ENT,2024-12-18 00:00:00,34.25,33.799999999,34.35,33.4,21.973,0.0011,4832356,165422021.0,0.14814814518518704,33.75
HK.00027,GALAXY ENT,2024-12-19 00:00:00,33.2,33.65,33.85,33.1,21.877,0.00125,5463002,186116621.0,-0.44378697930307665,33.799999999
HK.00027,GALAXY ENT,2024-12-20 00:00:00,33.65,33.799999999,33.9,33.4,21.973,0.00135,5904429,201980320.0,0.4457652273402736,33.65
HK.00027,GALAXY ENT,2024-12-23 00:00:00,34.0,33.75,34.15,33.549999999,21.941,0.0008,3478937,119050608.0,-0.1479289911286388,33.799999999
HK.00027,GALAXY ENT,2024-12-24 00:00:00,33.75,33.299999999,33.95,33.2,21.652,0.00076,3332374,113008522.0,-1.3333333362962945,33.75
HK.00027,GALAXY ENT,2024-12-27 00:00:00,33.299999999,33.4,33.85,33.1,21.716,0.00117,5109667,172936351.0,0.30030030331231516,33.299999999
HK.00027,GALAXY ENT,2024-12-30 00:00:00,33.4,32.35,33.6,32.1,21.044,0.00219,9572672,316017871.0,-3.1437125748502908,33.4
HK.00027,GALAXY ENT,2024-12-31 00:00:00,32.299999999,32.5,32.799999999,32.0,21.14,0.00082,3569603,117912264.0,0.4636785162287436,32.35
HK.00027,GALAXY ENT,2025-01-02 00:00:00,32.5,31.7,32.5,31.5,20.627,0.00275,12051279,389522854.0,-2.4615384615384635,32.5
HK.00027,GALAXY ENT,2025-01-03 00:00:00,32.2,32.5,32.7,32.1,21.14,0.00203,8890994,292574441.0,2.5236593059936934,31.7
HK.00027,GALAXY ENT,2025-01-06 00:00:00,32.549999999,32.2,32.9,32.0,20.948,0.00214,9349539,306692583.0,-0.9230769230769144,32.5
HK.00027,GALAXY ENT,2025-01-07 00:00:00,31.799999999,33.1,33.299999999,31.799999999,21.524,0.00251,10961482,365165379.0,2.7950310559006164,32.2
HK.00027,GALAXY ENT,2025-01-08 00:00:00,33.25,32.75,33.35,32.2,21.3,0.00152,6631078,219903140.0,-1.057401812688826,33.1
HK.00027,GALAXY ENT,2025-01-09 00:00:00,32.75,32.95,33.299999999,32.6,21.428,0.0016,6978943,233968128.0,0.610687022900772,32.75
HK.00027,GALAXY ENT,2025-01-10 00:00:00,32.7,32.299999999,33.15,32.0,21.012,0.00172,7529855,247128864.0,-1.9726858907435574,32.95
HK.00027,GALAXY ENT,2025-01-13 00:00:00,31.799999999,31.549999999,31.799999999,31.15,20.531,0.00226,9903207,316793494.0,-2.321981424220495,32.299999999
HK.00027,GALAXY ENT,2025-01-14 00:00:00,31.65,32.049999999,32.4,31.35,20.852,0.00233,10176887,328397569.0,1.5847860539329568,31.549999999
HK.00027,GALAXY ENT,2025-01-15 00:00:00,31.9,31.6,32.299999999,31.35,20.563,0.00216,9431630,302412327.0,-1.4040561591701708,32.049999999
HK.00027,GALAXY ENT,2025-01-16 00:00:00,31.5,30.9,31.95,30.9,20.115,0.00342,14959473,474089204.0,-2.2151898734177307,31.6
HK.00027,GALAXY ENT,2025-01-17 00:00:00,30.75,31.0,31.3,30.55,20.179,0.00207,9038017,284554393.0,0.32362459546926026,30.9
HK.00027,GALAXY ENT,2025-01-20 00:00:00,31.0,31.35,31.85,30.9,20.403,0.00285,12477239,398081847.0,1.1290322580645207,31.0
HK.00027,GALAXY ENT,2025-01-21 00:00:00,31.85,31.7,31.9,31.25,20.627,0.00135,5885121,189246573.0,1.1164274322168992,31.35
HK.00027,GALAXY ENT,2025-01-22 00:00:00,31.549999999,30.95,31.799999999,30.85,20.147,0.00182,7966412,252234854.0,-2.3659305993690856,31.7
HK.00027,GALAXY ENT,2025-01-23 00:00:00,31.2,30.4,31.45,30.3,19.795,0.00211,9239913,288132465.0,-1.7770597738287583,30.95
HK.00027,GALAXY ENT,2025-01-24 00:00:00,30.7,31.25,31.25,30.55,20.339,0.00186,8141130,256578166.0,2.7960526315789522,30.4
HK.00027,GALAXY ENT,2025-01-27 00:00:00,31.5,32.299999999,32.7,31.45,21.012,0.00374,16383170,535835279.0,3.359999996800002,31.25
HK.00027,GALAXY ENT,2025-01-28 00:00:00,32.35,32.75,32.85,32.25,21.3,0.00139,6066287,200471530.0,1.3931888576282703,32.299999999
HK.00027,GALAXY ENT,2025-02-03 00:00:00,31.5,30.8,31.6,30.4,20.051,0.00598,26147561,818327245.0,-5.954198473282441,32.75
HK.00027,GALAXY ENT,2025-02-04 00:00:00,31.2,30.55,31.45,30.3,19.891,0.00333,14549714,457072293.0,-0.8116883116883116,30.8
HK.00027,GALAXY ENT,2025-02-05 00:00:00,30.55,29.4,30.85,28.5,19.154,0.00583,25511794,767669966.0,-3.764320785597388,30.55
HK.00027,GALAXY ENT,2025-02-06 00:00:00,29.4,29.1,29.65,28.9,18.962,0.00477,20870699,620306341.0,-1.0204081632652966,29.4
HK.00027,GALAXY ENT,2025-02-07 00:00:00,29.1,29.15,29.6,28.7,18.994,0.00376,16444117,488386588.0,0.17182130584191463,29.1
HK.00027,GALAXY ENT,2025-02-10 00:00:00,29.15,29.0,29.55,28.7,18.898,0.0042,18388121,543853739.0,-0.5145797598627739,29.15
HK.00027,GALAXY ENT,2025-02-11 00:00:00,29.0,27.8,29.1,27.55,18.129,0.00636,27809635,791116296.0,-4.137931034482756,29.0
HK.00027,GALAXY ENT,2025-02-12 00:00:00,28.0,28.2,28.65,27.95,18.385,0.00417,18247777,524453822.0,1.4388489208633042,27.8
HK.00027,GALAXY ENT,2025-02-13 00:00:00,28.35,28.7,29.7,28.3,18.705,0.00606,26506810,783851512.0,1.773049645390071,28.2
HK.00027,GALAXY ENT,2025-02-14 00:00:00,29.15,29.25,29.4,28.85,19.058,0.00383,16742734,496327724.0,1.9163763066202117,28.7
HK.00027,GALAXY ENT,2025-02-17 00:00:00,29.35,29.55,29.85,29.1,19.25,0.00304,13303943,399295074.0,1.025641025641028,29.25
HK.00027,GALAXY ENT,2025-02-18 00:00:00,29.55,29.25,29.55,28.9,19.058,0.00321,14033936,417081334.0,-1.0152284263959415,29.55
HK.00027,GALAXY ENT,2025-02-19 00:00:00,29.0,29.15,29.4,28.7,18.994,0.00176,7679349,227526089.0,-0.3418803418803467,29.25
HK.00027,GALAXY ENT,2025-02-20 00:00:00,28.75,29.35,29.8,28.65,19.122,0.0026,11372439,339307861.0,0.6861063464837147,29.15
HK.00027,GALAXY ENT,2025-02-21 00:00:00,29.4,29.0,29.4,28.6,18.898,0.00412,18046283,530164431.0,-1.1925042589437866,29.35
HK.00027,GALAXY ENT,2025-02-24 00:00:00,28.95,30.3,30.75,28.8,19.73,0.00565,24705732,759347394.0,4.4827586206896575,29.0
HK.00027,GALAXY ENT,2025-02-25 00:00:00,29.75,29.65,29.95,29.35,19.314,0.00313,13710611,413399631.0,-2.1452145214521523,30.3
HK.00027,GALAXY ENT,2025-02-26 00:00:00,29.85,30.15,30.35,29.8,19.634,0.0021,9169347,281222709.0,1.6863406408094435,29.65
HK.00027,GALAXY ENT,2025-02-27 00:00:00,29.9,30.8,31.1,29.7,15.634,0.0055,24060922,750725512.0,2.1558872305141032,30.15
HK.00027,GALAXY ENT,2025-02-28 00:00:00,30.8,31.4,32.049999999,30.4,15.934,0.00683,29887157,955711102.0,1.9480519480519412,30.8
HK.00027,GALAXY ENT,2025-03-03 00:00:00,31.9,31.85,33.25,31.799999999,16.158,0.00577,25264657,828793677.0,1.4331210191082893,31.4
HK.00027,GALAXY ENT,2025-03-04 00:00:00,31.85,30.85,31.85,30.85,15.659,0.00256,11206238,354975682.0,-3.139717425431711,31.85
HK.00027,GALAXY ENT,2025-03-05 00:00:00,30.8,31.65,31.799999999,30.65,16.058,0.00207,9055016,289208158.0,2.5931928687196013,30.85
HK.00027,GALAXY ENT,2025-03-06 00:00:00,32.0,32.299999999,32.4,31.65,16.383,0.00318,13908733,452860227.0,2.0537124770932134,31.65
